	Well	Fluor	Target	Content	Sample	Melt Temperature	Peak Height	Begin Temperature	End Temperature	Well Note
	H05	FRET		Unkn	CHES, pH=9.0 + 50mM NaCl	69	56.3881184895843	68	73.5	
	H05	FRET		Unkn	CHES, pH=9.0 + 50mM NaCl	22.5	57.4718457031109	22	24.5	
	H05	FRET		Unkn	CHES, pH=9.0 + 50mM NaCl	88	40.3966113281259	83.5	90.5	
	H05	FRET		Unkn	CHES, pH=9.0 + 50mM NaCl	76	48.5702766927091	73.5	83.5	
	H05	FRET		Unkn	CHES, pH=9.0 + 50mM NaCl	58.5	124.561767578126	53.5	68	
	H05	FRET		Unkn	CHES, pH=9.0 + 50mM NaCl	49	126.4940625	41	53.5	
	H05	FRET		Unkn	CHES, pH=9.0 + 50mM NaCl	99.5	64.8084418402775	99	100	
	H05	FRET		Unkn	CHES, pH=9.0 + 50mM NaCl	95.5	83.5838834635412	90.5	98	
	H06	FRET		Unkn	CHES, pH=9.0 + 50mM NaCl	75.5	26.7067643229179	75	79	
	H06	FRET		Unkn	CHES, pH=9.0 + 50mM NaCl	71	33.1688183593739	70	75	
	H06	FRET		Unkn	CHES, pH=9.0 + 50mM NaCl	84	23.9757617187497	83	85.5	
	H06	FRET		Unkn	CHES, pH=9.0 + 50mM NaCl	80.5	25.026819661457	79.5	83	
	H06	FRET		Unkn	CHES, pH=9.0 + 50mM NaCl	66.5	38.2861946614598	64	70	
	H06	FRET		Unkn	CHES, pH=9.0 + 50mM NaCl	58.5	100.785130208333	53.5	64	
	H06	FRET		Unkn	CHES, pH=9.0 + 50mM NaCl	99.5	177.588421223959	85.5	100	
	H06	FRET		Unkn	CHES, pH=9.0 + 50mM NaCl	22.5	59.9538053385343	22	25	
	H06	FRET		Unkn	CHES, pH=9.0 + 50mM NaCl	48	90.1991894531254	41	53	
	H07	FRET		Unkn	CHES, pH=9.0 + 200mM NaCl	78	34.0942285156253	74.5	80.5	
	H07	FRET		Unkn	CHES, pH=9.0 + 200mM NaCl	22.5	38.4018652343731	22	29.5	
	H07	FRET		Unkn	CHES, pH=9.0 + 200mM NaCl	82.5	30.2232942708345	80.5	85	
	H07	FRET		Unkn	CHES, pH=9.0 + 200mM NaCl	30	5.65969726562571	29.5	31	
	H07	FRET		Unkn	CHES, pH=9.0 + 200mM NaCl	86	30.0178580729175	85	87	
	H07	FRET		Unkn	CHES, pH=9.0 + 200mM NaCl	71	42.9849316406247	70	74	
	H07	FRET		Unkn	CHES, pH=9.0 + 200mM NaCl	58.5	94.2554101562489	56	61.5	
	H07	FRET		Unkn	CHES, pH=9.0 + 200mM NaCl	45	155.510553385414	42	55	
	H07	FRET		Unkn	CHES, pH=9.0 + 200mM NaCl	62	65.2194791666677	61.5	70	
	H07	FRET		Unkn	CHES, pH=9.0 + 200mM NaCl	99.5	54.2292241753482	99	100	
	H07	FRET		Unkn	CHES, pH=9.0 + 200mM NaCl	96.5	55.859765624999	87	99	
	H08	FRET		Unkn	CHES, pH=9.0 + 200mM NaCl	83	56.6554166666675	78	86.5	
	H08	FRET		Unkn	CHES, pH=9.0 + 200mM NaCl	70.5	72.1442024739576	68.5	78	
	H08	FRET		Unkn	CHES, pH=9.0 + 200mM NaCl	89.5	43.1777506510408	87	92	
	H08	FRET		Unkn	CHES, pH=9.0 + 200mM NaCl	30	56.5462760416674	28.5	32.5	
	H08	FRET		Unkn	CHES, pH=9.0 + 200mM NaCl	99.5	155.592501085068	92.5	100	
	H08	FRET		Unkn	CHES, pH=9.0 + 200mM NaCl	58.5	187.54625	56	68.5	
	H08	FRET		Unkn	CHES, pH=9.0 + 200mM NaCl	22.5	75.540423177038	22	28.5	
	H08	FRET		Unkn	CHES, pH=9.0 + 200mM NaCl	51.5	136.721256510418	43.5	56	
	H09	FRET		Unkn	CHES, pH=9.0 + 200mM NaCl	70.5	31.2089322916677	65.5	73.5	
	H09	FRET		Unkn	CHES, pH=9.0 + 200mM NaCl	98	59.0420659722229	90.5	100	
	H09	FRET		Unkn	CHES, pH=9.0 + 200mM NaCl	81.5	30.2984667968743	77	85.5	
	H09	FRET		Unkn	CHES, pH=9.0 + 200mM NaCl	89.5	29.604918619791	85.5	90.5	
	H09	FRET		Unkn	CHES, pH=9.0 + 200mM NaCl	74	29.8255957031251	73.5	77	
	H09	FRET		Unkn	CHES, pH=9.0 + 200mM NaCl	53.5	114.434150390622	52	57	
	H09	FRET		Unkn	CHES, pH=9.0 + 200mM NaCl	45	138.862207031248	42.5	52	
	H09	FRET		Unkn	CHES, pH=9.0 + 200mM NaCl	60	104.352337239582	57	65.5	
	H09	FRET		Unkn	CHES, pH=9.0 + 200mM NaCl	30	65.3319303385426	28.5	32.5	
	H09	FRET		Unkn	CHES, pH=9.0 + 200mM NaCl	23.5	90.6463964843734	21.5	28.5	
	H10	FRET		Unkn	Dye Only	84.5	0.316863606770653	84	85.5	
	H10	FRET		Unkn	Dye Only	52	0.0261490885423541	51.5	52.5	
	H10	FRET		Unkn	Dye Only	71	0.3756103515625	70.5	71.5	
	H10	FRET		Unkn	Dye Only	54	0.612006835938246	53	54.5	
	H10	FRET		Unkn	Dye Only	88.5	0.411355794271572	87.5	89	
	H10	FRET		Unkn	Dye Only	86.5	-0.115304361978929	85.5	87	
	H10	FRET		Unkn	Dye Only	77	-1.61299153645888	74.5	78	
	H10	FRET		Unkn	Dye Only	67.5	-2.03127278645889	67	68.5	
	H10	FRET		Unkn	Dye Only	64.5	-1.39509765625024	63.5	65	
	H10	FRET		Unkn	Dye Only	66	-1.09807291666675	65	67	
	H10	FRET		Unkn	Dye Only	80	-1.18374348958389	78	81	
	H10	FRET		Unkn	Dye Only	55.5	0.830558268229254	54.5	56.5	
	H10	FRET		Unkn	Dye Only	97	8.86455729166647	94	100	
	H10	FRET		Unkn	Dye Only	45.5	5.37338378906253	43	46.5	
	H10	FRET		Unkn	Dye Only	40.5	10.4082714843739	38.5	43	
	H10	FRET		Unkn	Dye Only	22.5	37.1588981119603	22	28.5	
	H10	FRET		Unkn	Dye Only	31	28.0874023437499	28.5	38	
	H10	FRET		Unkn	Dye Only	49	3.99518880208331	48	51.5	
	H10	FRET		Unkn	Dye Only	59	1.44363932291691	58.5	60	
	H10	FRET		Unkn	Dye Only	61	1.13545247395842	60	62	
	H10	FRET		Unkn	Dye Only	92	1.47656901041626	90.5	93	
	H10	FRET		Unkn	Dye Only	47	3.5475472005204	46.5	48	
	H10	FRET		Unkn	Dye Only	57.5	1.647127278646	56.5	58.5	
	H11	FRET		Unkn	Dye Only	57	1.69818359375085	56	57.5	
	H11	FRET		Unkn	Dye Only	55	1.30111165364553	54	56	
	H11	FRET		Unkn	Dye Only	58.5	2.28802408854159	57.5	59.5	
	H11	FRET		Unkn	Dye Only	47	2.05175292968795	46	47.5	
	H11	FRET		Unkn	Dye Only	62.5	-0.03848795572884	61.5	65	
	H11	FRET		Unkn	Dye Only	65.5	-1.3411523437494	65	66.5	
	H11	FRET		Unkn	Dye Only	76	-1.842379557291	74	79	
	H11	FRET		Unkn	Dye Only	71	-0.455935872395173	66.5	73.5	
	H11	FRET		Unkn	Dye Only	81.5	-1.25795410156377	79	82.5	
	H11	FRET		Unkn	Dye Only	49	3.62435384114451	47.5	54	
	H11	FRET		Unkn	Dye Only	27.5	19.2818815104174	26	28.5	
	H11	FRET		Unkn	Dye Only	99	11.6274571397566	98.5	100	
	H11	FRET		Unkn	Dye Only	22.5	29.2791503906257	22	26	
	H11	FRET		Unkn	Dye Only	31	24.9059456380209	28.5	35	
	H11	FRET		Unkn	Dye Only	98	10.8556640625006	96.5	98.5	
	H11	FRET		Unkn	Dye Only	35.5	6.95227701822955	35	38	
	H11	FRET		Unkn	Dye Only	39	5.41380208333385	38.5	46	
	H11	FRET		Unkn	Dye Only	88	9.40889160156303	84.5	90.5	
	H11	FRET		Unkn	Dye Only	93.5	9.07241048177042	90.5	96.5	
	H12	FRET		Unkn	Dye Only	58.5	1.23405761718755	58	59.5	
	H12	FRET		Unkn	Dye Only	76	1.13731445312533	75	77	
	H12	FRET		Unkn	Dye Only	80	2.03350585937454	77	82	
	H12	FRET		Unkn	Dye Only	86.5	2.19995930989518	85.5	87	
	H12	FRET		Unkn	Dye Only	99.5	2.1399148220487	99	100	
	H12	FRET		Unkn	Dye Only	66	-0.154296875000398	65.5	67.5	
	H12	FRET		Unkn	Dye Only	60.5	-0.993636067708849	60	61.5	
	H12	FRET		Unkn	Dye Only	64	0.245851236979036	63.5	65	
	H12	FRET		Unkn	Dye Only	57.5	1.02039550781217	56.5	58	
	H12	FRET		Unkn	Dye Only	63	0.346630859375239	62.5	63.5	
	H12	FRET		Unkn	Dye Only	92.5	2.48001953124981	91.5	93	
	H12	FRET		Unkn	Dye Only	45.5	5.06034993489567	42	49.5	
	H12	FRET		Unkn	Dye Only	70.5	4.32594726562468	68.5	73.5	
	H12	FRET		Unkn	Dye Only	38	7.22845865885267	35	42	
	H12	FRET		Unkn	Dye Only	22.5	36.1803727213464	22	28	
	H12	FRET		Unkn	Dye Only	30.5	25.4869026692703	28.5	34.5	
	H12	FRET		Unkn	Dye Only	84.5	2.93564778645822	82	85.5	
	H12	FRET		Unkn	Dye Only	94	2.58824707031238	93	95	
	H12	FRET		Unkn	Dye Only	96	3.05072428385392	95	98	
	H12	FRET		Unkn	Dye Only	89.5	4.21895345051996	87	91.5	
	H12	FRET		Unkn	Dye Only	52	3.65921061197878	50	56.5	
