	Well	Fluor	Target	Content	Sample	Melt Temperature	Peak Height	Begin Temperature	End Temperature	Well Note
	A01	FRET		Unkn	Machine Control	35.5	8.31537760416586	34.5	39	
	A01	FRET		Unkn	Machine Control	31.5	17.1221468098963	29	34.5	
	A01	FRET		Unkn	Machine Control	46.5	1.32175781249998	46	48	
	A01	FRET		Unkn	Machine Control	40	6.32474283854117	39	46	
	A01	FRET		Unkn	Machine Control	88.5	62.9257161458321	87.5	96.5	
	A01	FRET		Unkn	Machine Control	79	102.38180501302	75	87	
	A01	FRET		Unkn	Machine Control	22.5	23.5486311848649	22	28.5	
	A01	FRET		Unkn	Machine Control	99.5	28.1286724175347	96.5	100	
	A02	FRET		Unkn	Machine Control	36.5	8.92341308593598	34	44.5	
	A02	FRET		Unkn	Machine Control	45.5	-0.0939290364582348	45	70.5	
	A02	FRET		Unkn	Machine Control	29.5	16.4438720703133	28.5	34	
	A02	FRET		Unkn	Machine Control	79	188.321809895832	75	100	
	A02	FRET		Unkn	Machine Control	22.5	30.3674755859415	21.5	28.5	
	A03	FRET		Unkn	Machine Control	40.5	7.89673990885433	39.5	44.5	
	A03	FRET		Unkn	Machine Control	31	19.569038085937	28.5	37.5	
	A03	FRET		Unkn	Machine Control	45	1.11563639322878	44.5	46	
	A03	FRET		Unkn	Machine Control	39	7.44707194010414	38	39.5	
	A03	FRET		Unkn	Machine Control	22.5	27.5935221354165	22	28.5	
	A03	FRET		Unkn	Machine Control	92.5	50.0537972005203	91.5	95	
	A03	FRET		Unkn	Machine Control	79.5	145.759332682292	75	91.5	
	A03	FRET		Unkn	Machine Control	99.5	32.2924712456595	99	100	
	A03	FRET		Unkn	Machine Control	95.5	38.2310856119799	95	99	
	A04	FRET		Unkn	50mM NaCl	81	58.8355924479156	78.5	91	
	A04	FRET		Unkn	50mM NaCl	76	67.0450227864569	75	78.5	
	A04	FRET		Unkn	50mM NaCl	94.5	25.9195865885426	93.5	96.5	
	A04	FRET		Unkn	50mM NaCl	99.5	40.4493988715276	96.5	100	
	A04	FRET		Unkn	50mM NaCl	70.5	77.9530794270825	69.5	75	
	A04	FRET		Unkn	50mM NaCl	59	185.533118489581	55.5	63.5	
	A04	FRET		Unkn	50mM NaCl	49	222.331998697917	45	55.5	
	A04	FRET		Unkn	50mM NaCl	64.5	110.556715494789	63.5	69	
	A04	FRET		Unkn	50mM NaCl	22.5	123.040999348975	21.5	30.5	
	A05	FRET		Unkn	50mM NaCl	22.5	44.1088346354279	21.5	27.5	
	A05	FRET		Unkn	50mM NaCl	84.5	49.4315559895847	82	88	
	A05	FRET		Unkn	50mM NaCl	89	16.2497623697911	88	94.5	
	A05	FRET		Unkn	50mM NaCl	79.5	21.5394628906253	79	81	
	A05	FRET		Unkn	50mM NaCl	58.5	173.198857421877	56.5	66.5	
	A05	FRET		Unkn	50mM NaCl	48.5	248.538600260418	45	56.5	
	A05	FRET		Unkn	50mM NaCl	99	53.1705049189825	96	100	
	A05	FRET		Unkn	50mM NaCl	67	55.0412402343751	66.5	79	
	A06	FRET		Unkn	50mM NaCl	82	37.3331575520825	81	84.5	
	A06	FRET		Unkn	50mM NaCl	78.5	39.2683691406247	76.5	81	
	A06	FRET		Unkn	50mM NaCl	92	6.06094726562571	91.5	93.5	
	A06	FRET		Unkn	50mM NaCl	85.5	18.5430436197919	84.5	89.5	
	A06	FRET		Unkn	50mM NaCl	22.5	64.3893326822946	22	29	
	A06	FRET		Unkn	50mM NaCl	59	94.0276790364574	56	61.5	
	A06	FRET		Unkn	50mM NaCl	49	110.725520833332	44.5	56	
	A06	FRET		Unkn	50mM NaCl	64	76.9870084635409	61.5	76.5	
	A06	FRET		Unkn	50mM NaCl	98	87.7010698784715	94.5	100	
	A07	FRET		Unkn	200mM NaCl	83	30.1676920572926	82	86.5	
	A07	FRET		Unkn	200mM NaCl	79	36.3781250000006	76.5	82	
	A07	FRET		Unkn	200mM NaCl	89	25.9627636718756	86.5	91.5	
	A07	FRET		Unkn	200mM NaCl	76	29.5832714843747	75.5	76.5	
	A07	FRET		Unkn	200mM NaCl	99.5	59.9449055989567	91.5	100	
	A07	FRET		Unkn	200mM NaCl	22.5	121.147571614577	22	34.5	
	A07	FRET		Unkn	200mM NaCl	48.5	144.633649088541	46.5	56	
	A07	FRET		Unkn	200mM NaCl	63.5	68.5165429687486	61.5	75.5	
	A07	FRET		Unkn	200mM NaCl	58.5	107.575133463542	56	61.5	
	A08	FRET		Unkn	200mM NaCl	99.5	46.991434461806	99	100	
	A08	FRET		Unkn	200mM NaCl	79	51.4271777343756	76.5	88.5	
	A08	FRET		Unkn	200mM NaCl	89.5	29.7424544270846	88.5	94.5	
	A08	FRET		Unkn	200mM NaCl	97.5	38.8491851128474	94.5	98	
	A08	FRET		Unkn	200mM NaCl	67.5	94.7301464843758	64	69	
	A08	FRET		Unkn	200mM NaCl	22.5	137.260100911445	22	35.5	
	A08	FRET		Unkn	200mM NaCl	49	166.323173828125	46.5	58	
	A08	FRET		Unkn	200mM NaCl	71.5	104.747737630208	69	76.5	
	A08	FRET		Unkn	200mM NaCl	60	114.183261718751	58	64	
	A09	FRET		Unkn	200mM NaCl	69	63.0098600260399	68	71.5	
	A09	FRET		Unkn	200mM NaCl	93	64.7700227864594	90	95	
	A09	FRET		Unkn	200mM NaCl	72	59.2929199218714	71.5	77	
	A09	FRET		Unkn	200mM NaCl	80	44.6760286458357	77	82.5	
	A09	FRET		Unkn	200mM NaCl	85	54.7194498697917	82.5	90	
	A09	FRET		Unkn	200mM NaCl	58.5	121.319557291665	56	61.5	
	A09	FRET		Unkn	200mM NaCl	49	161.11078125	46.5	56	
	A09	FRET		Unkn	200mM NaCl	97.5	80.8405381944444	95	100	
	A09	FRET		Unkn	200mM NaCl	64	72.9982161458333	61.5	67	
	A09	FRET		Unkn	200mM NaCl	22.5	76.9067057291779	21.5	34	
	A10	FRET		Unkn	Protein Only	22	19.9894140625041	21	22.5	
	A10	FRET		Unkn	Protein Only	71	21.2239029947914	68.5	73.5	
	A10	FRET		Unkn	Protein Only	76.5	21.6506201171871	74	77.5	
	A10	FRET		Unkn	Protein Only	94.5	14.8723681640629	93.5	100	
	A10	FRET		Unkn	Protein Only	38.5	18.8972395833331	37.5	42.5	
	A10	FRET		Unkn	Protein Only	89.5	19.803470052083	87.5	93.5	
	A10	FRET		Unkn	Protein Only	47.5	34.7936572265625	42.5	56.5	
	A10	FRET		Unkn	Protein Only	59	34.8870849609378	56.5	63.5	
	A10	FRET		Unkn	Protein Only	31	35.8882389322912	28	37.5	
	A10	FRET		Unkn	Protein Only	66	23.1827246093736	64	68.5	
	A10	FRET		Unkn	Protein Only	80	24.5060270182291	77.5	87	
	A10	FRET		Unkn	Protein Only	26	24.8042187500009	22.5	28	
	A11	FRET		Unkn	Protein Only	68	14.7319124348954	66.5	70.5	
	A11	FRET		Unkn	Protein Only	84.5	14.8319628906244	82	85.5	
	A11	FRET		Unkn	Protein Only	76.5	16.1368033854162	72	82	
	A11	FRET		Unkn	Protein Only	38	1.87173014322877	36.5	39.5	
	A11	FRET		Unkn	Protein Only	96	9.5719254557294	95	99	
	A11	FRET		Unkn	Protein Only	71	13.7998046875	70.5	72	
	A11	FRET		Unkn	Protein Only	22	18.691621093774	21	22.5	
	A11	FRET		Unkn	Protein Only	31	25.1685058593745	28	36.5	
	A11	FRET		Unkn	Protein Only	59	26.7715022786464	56	65.5	
	A11	FRET		Unkn	Protein Only	49.5	28.9649446614592	42	55	
	A11	FRET		Unkn	Protein Only	89.5	19.4039485677079	86.5	94	
	A11	FRET		Unkn	Protein Only	23.5	19.9669970703122	22.5	27.5	
	A11	FRET		Unkn	Protein Only	55.5	21.4873030598952	55	56	
	A12	FRET		Unkn	Protein Only	84.5	12.6114176432292	84	87	
	A12	FRET		Unkn	Protein Only	91.5	12.3333349609375	89.5	93.5	
	A12	FRET		Unkn	Protein Only	76	17.6039778645825	74	83.5	
	A12	FRET		Unkn	Protein Only	73	16.3042154947921	72.5	73.5	
	A12	FRET		Unkn	Protein Only	36.5	6.72593098958498	36	37	
	A12	FRET		Unkn	Protein Only	96	6.22617350260475	94.5	98.5	
	A12	FRET		Unkn	Protein Only	88	10.7952506510424	87	89	
	A12	FRET		Unkn	Protein Only	38	7.98035970052172	37	40.5	
	A12	FRET		Unkn	Protein Only	23.5	29.5986458333329	22.5	26.5	
	A12	FRET		Unkn	Protein Only	59	28.8519612630206	56.5	64	
	A12	FRET		Unkn	Protein Only	46.5	41.0110367838539	40.5	53	
	A12	FRET		Unkn	Protein Only	31	38.6233235677091	27	36	
	A12	FRET		Unkn	Protein Only	65	19.7883398437497	64	66.5	
	A12	FRET		Unkn	Protein Only	69	19.4090755208337	68	72.5	
	A12	FRET		Unkn	Protein Only	54	28.7899121093761	53	56.5	
	A12	FRET		Unkn	Protein Only	22	27.7378124999973	21	22.5	
	B01	FRET		Unkn	sodium acetate - acetic acid, pH=5.0 + 50mM NaCl	95	39.0539746093764	94	96	
	B01	FRET		Unkn	sodium acetate - acetic acid, pH=5.0 + 50mM NaCl	99.5	52.499861111111	96	100	
	B01	FRET		Unkn	sodium acetate - acetic acid, pH=5.0 + 50mM NaCl	90	-5.07607747395639	89.5	90.5	
	B01	FRET		Unkn	sodium acetate - acetic acid, pH=5.0 + 50mM NaCl	93.5	36.1907975260403	91	94	
	B01	FRET		Unkn	sodium acetate - acetic acid, pH=5.0 + 50mM NaCl	68.5	59.9858854166663	65.5	70.5	
	B01	FRET		Unkn	sodium acetate - acetic acid, pH=5.0 + 50mM NaCl	22.5	132.018528645817	22	34	
	B01	FRET		Unkn	sodium acetate - acetic acid, pH=5.0 + 50mM NaCl	42.5	170.589143880209	34	56.5	
	B01	FRET		Unkn	sodium acetate - acetic acid, pH=5.0 + 50mM NaCl	73.5	89.1158203124993	71	88.5	
	B01	FRET		Unkn	sodium acetate - acetic acid, pH=5.0 + 50mM NaCl	59	105.189482421873	56.5	65.5	
	B02	FRET		Unkn	sodium acetate - acetic acid, pH=5.0 + 50mM NaCl	91.5	10.2411230468755	90.5	94	
	B02	FRET		Unkn	sodium acetate - acetic acid, pH=5.0 + 50mM NaCl	73.5	13.9276660156273	73	79.5	
	B02	FRET		Unkn	sodium acetate - acetic acid, pH=5.0 + 50mM NaCl	80	8.28712239583297	79.5	80.5	
	B02	FRET		Unkn	sodium acetate - acetic acid, pH=5.0 + 50mM NaCl	84.5	7.65287760416606	83.5	88	
	B02	FRET		Unkn	sodium acetate - acetic acid, pH=5.0 + 50mM NaCl	81.5	8.14008789062632	80.5	83.5	
	B02	FRET		Unkn	sodium acetate - acetic acid, pH=5.0 + 50mM NaCl	70.5	16.1880143229185	68.5	73	
	B02	FRET		Unkn	sodium acetate - acetic acid, pH=5.0 + 50mM NaCl	36.5	87.0091373697918	31	56.5	
	B02	FRET		Unkn	sodium acetate - acetic acid, pH=5.0 + 50mM NaCl	22.5	90.0504492187504	22	26	
	B02	FRET		Unkn	sodium acetate - acetic acid, pH=5.0 + 50mM NaCl	27	72.6498958333332	26	31	
	B02	FRET		Unkn	sodium acetate - acetic acid, pH=5.0 + 50mM NaCl	99.5	24.8619498697919	95	100	
	B02	FRET		Unkn	sodium acetate - acetic acid, pH=5.0 + 50mM NaCl	59.5	36.1768782552086	57	68.5	
	B03	FRET		Unkn	sodium acetate - acetic acid, pH=5.0 + 50mM NaCl	91.5	11.5535839843758	90	95.5	
	B03	FRET		Unkn	sodium acetate - acetic acid, pH=5.0 + 50mM NaCl	82	14.8156217447919	81.5	85.5	
	B03	FRET		Unkn	sodium acetate - acetic acid, pH=5.0 + 50mM NaCl	97	2.6885449218745	95.5	97.5	
	B03	FRET		Unkn	sodium acetate - acetic acid, pH=5.0 + 50mM NaCl	86.5	9.33427083333174	85.5	87.5	
	B03	FRET		Unkn	sodium acetate - acetic acid, pH=5.0 + 50mM NaCl	72.5	35.3466308593738	70.5	81.5	
	B03	FRET		Unkn	sodium acetate - acetic acid, pH=5.0 + 50mM NaCl	22.5	137.219394531237	22	33.5	
	B03	FRET		Unkn	sodium acetate - acetic acid, pH=5.0 + 50mM NaCl	40	152.514446614583	33.5	56	
	B03	FRET		Unkn	sodium acetate - acetic acid, pH=5.0 + 50mM NaCl	64	51.4583561197931	62.5	70.5	
	B03	FRET		Unkn	sodium acetate - acetic acid, pH=5.0 + 50mM NaCl	58.5	87.8492578125005	56	62.5	
	B04	FRET		Unkn	sodium acetate - acetic acid, pH=5.0 + 200mM NaCl	84	11.3060449218764	83.5	86	
	B04	FRET		Unkn	sodium acetate - acetic acid, pH=5.0 + 200mM NaCl	77.5	12.1703808593762	76.5	81	
	B04	FRET		Unkn	sodium acetate - acetic acid, pH=5.0 + 200mM NaCl	22.5	-34.6108072917027	20.5	27.5	
	B04	FRET		Unkn	sodium acetate - acetic acid, pH=5.0 + 200mM NaCl	90	-3.04830078125042	87.5	92	
	B04	FRET		Unkn	sodium acetate - acetic acid, pH=5.0 + 200mM NaCl	58.5	118.615227864583	56.5	76.5	
	B04	FRET		Unkn	sodium acetate - acetic acid, pH=5.0 + 200mM NaCl	38.5	179.760742187501	32.5	56.5	
	B04	FRET		Unkn	sodium acetate - acetic acid, pH=5.0 + 200mM NaCl	95	15.4589518229171	94	97	
	B04	FRET		Unkn	sodium acetate - acetic acid, pH=5.0 + 200mM NaCl	99.5	18.3752723524308	97	100	
	B05	FRET		Unkn	sodium acetate - acetic acid, pH=5.0 + 200mM NaCl	81.5	22.2042936197932	81	82.5	
	B05	FRET		Unkn	sodium acetate - acetic acid, pH=5.0 + 200mM NaCl	83.5	23.5766634114569	82.5	86	
	B05	FRET		Unkn	sodium acetate - acetic acid, pH=5.0 + 200mM NaCl	99.5	19.1481098090285	97	100	
	B05	FRET		Unkn	sodium acetate - acetic acid, pH=5.0 + 200mM NaCl	88.5	21.459140625	86	93.5	
	B05	FRET		Unkn	sodium acetate - acetic acid, pH=5.0 + 200mM NaCl	74	45.4584667968767	73.5	81	
	B05	FRET		Unkn	sodium acetate - acetic acid, pH=5.0 + 200mM NaCl	22.5	128.357044270833	22	25.5	
	B05	FRET		Unkn	sodium acetate - acetic acid, pH=5.0 + 200mM NaCl	37.5	225.258645833334	32.5	56.5	
	B05	FRET		Unkn	sodium acetate - acetic acid, pH=5.0 + 200mM NaCl	70.5	49.7883951822893	69	73	
	B05	FRET		Unkn	sodium acetate - acetic acid, pH=5.0 + 200mM NaCl	58.5	127.184091796875	56.5	69	
	B06	FRET		Unkn	sodium acetate - acetic acid, pH=5.0 + 200mM NaCl	89	15.8116569010419	88	91	
	B06	FRET		Unkn	sodium acetate - acetic acid, pH=5.0 + 200mM NaCl	85.5	12.8717220052085	84	87	
	B06	FRET		Unkn	sodium acetate - acetic acid, pH=5.0 + 200mM NaCl	93.5	-0.306074218750268	92	94.5	
	B06	FRET		Unkn	sodium acetate - acetic acid, pH=5.0 + 200mM NaCl	97.5	20.6881054687497	96	100	
	B06	FRET		Unkn	sodium acetate - acetic acid, pH=5.0 + 200mM NaCl	37.5	189.449114583333	32.5	56	
	B06	FRET		Unkn	sodium acetate - acetic acid, pH=5.0 + 200mM NaCl	59	124.854599609375	56.5	64	
	B06	FRET		Unkn	sodium acetate - acetic acid, pH=5.0 + 200mM NaCl	65	86.024101562499	64	84	
	B07	FRET		Unkn	piperazine, pH=5.5 + 50mM NaCl	98.5	17.2031072771988	96	99	
	B07	FRET		Unkn	piperazine, pH=5.5 + 50mM NaCl	99.5	28.3132107204862	99	100	
	B07	FRET		Unkn	piperazine, pH=5.5 + 50mM NaCl	82	7.47039388020869	79.5	84	
	B07	FRET		Unkn	piperazine, pH=5.5 + 50mM NaCl	91	-1.75206705729317	89	94	
	B07	FRET		Unkn	piperazine, pH=5.5 + 50mM NaCl	86.5	3.3105729166673	86	89	
	B07	FRET		Unkn	piperazine, pH=5.5 + 50mM NaCl	58.5	93.6092057291665	56	62.5	
	B07	FRET		Unkn	piperazine, pH=5.5 + 50mM NaCl	43	205.298876953124	41	56	
	B07	FRET		Unkn	piperazine, pH=5.5 + 50mM NaCl	63.5	61.1076171874972	62.5	72.5	
	B07	FRET		Unkn	piperazine, pH=5.5 + 50mM NaCl	74.5	35.786972656251	72.5	79.5	
	B07	FRET		Unkn	piperazine, pH=5.5 + 50mM NaCl	22.5	54.2755013020878	21.5	27.5	
	B08	FRET		Unkn	piperazine, pH=5.5 + 50mM NaCl	76	14.5040885416666	74.5	80	
	B08	FRET		Unkn	piperazine, pH=5.5 + 50mM NaCl	22.5	45.1739078775912	22	27.5	
	B08	FRET		Unkn	piperazine, pH=5.5 + 50mM NaCl	91.5	-1.0817187499996	88.5	92	
	B08	FRET		Unkn	piperazine, pH=5.5 + 50mM NaCl	86	6.03090820312673	83.5	86.5	
	B08	FRET		Unkn	piperazine, pH=5.5 + 50mM NaCl	95.5	62.5598600260421	92.5	97	
	B08	FRET		Unkn	piperazine, pH=5.5 + 50mM NaCl	43	152.330777994796	40.5	58	
	B08	FRET		Unkn	piperazine, pH=5.5 + 50mM NaCl	64.5	51.1869401041668	61.5	74.5	
	B08	FRET		Unkn	piperazine, pH=5.5 + 50mM NaCl	59	59.8219108072902	58	61.5	
	B09	FRET		Unkn	piperazine, pH=5.5 + 50mM NaCl	76	44.9389973958334	75.5	76.5	
	B09	FRET		Unkn	piperazine, pH=5.5 + 50mM NaCl	83	47.0891178385427	80.5	87.5	
	B09	FRET		Unkn	piperazine, pH=5.5 + 50mM NaCl	90	33.3955664062491	87.5	91	
	B09	FRET		Unkn	piperazine, pH=5.5 + 50mM NaCl	99.5	15.59869032118	99	100	
	B09	FRET		Unkn	piperazine, pH=5.5 + 50mM NaCl	93.5	31.8282259114577	91.5	99	
	B09	FRET		Unkn	piperazine, pH=5.5 + 50mM NaCl	77.5	55.035087890624	76.5	80.5	
	B09	FRET		Unkn	piperazine, pH=5.5 + 50mM NaCl	58.5	104.961009114581	56.5	64.5	
	B09	FRET		Unkn	piperazine, pH=5.5 + 50mM NaCl	44	214.46869140625	41	56.5	
	B09	FRET		Unkn	piperazine, pH=5.5 + 50mM NaCl	22.5	85.1261425781312	21.5	28.5	
	B09	FRET		Unkn	piperazine, pH=5.5 + 50mM NaCl	72.5	68.3010481770823	69.5	75.5	
	B09	FRET		Unkn	piperazine, pH=5.5 + 50mM NaCl	65.5	70.5714355468738	64.5	69.5	
	B10	FRET		Unkn	piperazine, pH=5.5 + 200mM NaCl	90.5	23.1554134114582	87.5	91.5	
	B10	FRET		Unkn	piperazine, pH=5.5 + 200mM NaCl	74	30.9505989583333	71.5	77.5	
	B10	FRET		Unkn	piperazine, pH=5.5 + 200mM NaCl	93	22.0715722656239	91.5	94	
	B10	FRET		Unkn	piperazine, pH=5.5 + 200mM NaCl	85.5	19.7086523437505	82	87	
	B10	FRET		Unkn	piperazine, pH=5.5 + 200mM NaCl	78.5	20.5570442708337	77.5	82	
	B10	FRET		Unkn	piperazine, pH=5.5 + 200mM NaCl	98.5	43.6497674334487	97.5	99	
	B10	FRET		Unkn	piperazine, pH=5.5 + 200mM NaCl	58.5	91.9072167968748	54	71.5	
	B10	FRET		Unkn	piperazine, pH=5.5 + 200mM NaCl	46	131.103095703125	44	54	
	B10	FRET		Unkn	piperazine, pH=5.5 + 200mM NaCl	22.5	91.6098567708632	21.5	32.5	
	B10	FRET		Unkn	piperazine, pH=5.5 + 200mM NaCl	96.5	44.0650748697935	94	97.5	
	B10	FRET		Unkn	piperazine, pH=5.5 + 200mM NaCl	99.5	47.4759743923603	99	100	
	B11	FRET		Unkn	piperazine, pH=5.5 + 200mM NaCl	81	35.6792740885429	78.5	83.5	
	B11	FRET		Unkn	piperazine, pH=5.5 + 200mM NaCl	84.5	28.181595052084	83.5	92	
	B11	FRET		Unkn	piperazine, pH=5.5 + 200mM NaCl	95	24.5585384114588	92	98	
	B11	FRET		Unkn	piperazine, pH=5.5 + 200mM NaCl	75.5	50.3369694010411	74	78.5	
	B11	FRET		Unkn	piperazine, pH=5.5 + 200mM NaCl	59	507.794095052083	55	74	
	B11	FRET		Unkn	piperazine, pH=5.5 + 200mM NaCl	51	286.721516927082	45	55	
	B11	FRET		Unkn	piperazine, pH=5.5 + 200mM NaCl	22.5	124.957285156241	22	33	
	B12	FRET		Unkn	piperazine, pH=5.5 + 200mM NaCl	97.5	55.1748003472211	95.5	99	
	B12	FRET		Unkn	piperazine, pH=5.5 + 200mM NaCl	87.5	12.2109863281247	85.5	90	
	B12	FRET		Unkn	piperazine, pH=5.5 + 200mM NaCl	22.5	89.5533658854337	21.5	32.5	
	B12	FRET		Unkn	piperazine, pH=5.5 + 200mM NaCl	47	292.293880208335	44.5	56	
	B12	FRET		Unkn	piperazine, pH=5.5 + 200mM NaCl	59	170.521845703125	56	80.5	
	C01	FRET		Unkn	sodium MES, pH=6.0 + 50mM NaCl	90	1.72419270833302	89.5	91.5	
	C01	FRET		Unkn	sodium MES, pH=6.0 + 50mM NaCl	82	14.5552864583349	80.5	84.5	
	C01	FRET		Unkn	sodium MES, pH=6.0 + 50mM NaCl	88	-1.72829101562434	87.5	89	
	C01	FRET		Unkn	sodium MES, pH=6.0 + 50mM NaCl	86.5	-0.692858072917147	85.5	87.5	
	C01	FRET		Unkn	sodium MES, pH=6.0 + 50mM NaCl	99.5	34.2096723090283	99	100	
	C01	FRET		Unkn	sodium MES, pH=6.0 + 50mM NaCl	50.5	170.928427734375	43.5	56	
	C01	FRET		Unkn	sodium MES, pH=6.0 + 50mM NaCl	59	190.5691015625	56	80.5	
	C01	FRET		Unkn	sodium MES, pH=6.0 + 50mM NaCl	22.5	41.4754866536305	22	27	
	C01	FRET		Unkn	sodium MES, pH=6.0 + 50mM NaCl	95.5	53.5796907552076	93	99	
	C02	FRET		Unkn	sodium MES, pH=6.0 + 50mM NaCl	82.5	16.1228157552088	81	86.5	
	C02	FRET		Unkn	sodium MES, pH=6.0 + 50mM NaCl	99.5	38.7581770833339	96	100	
	C02	FRET		Unkn	sodium MES, pH=6.0 + 50mM NaCl	92.5	-8.6184472656239	91.5	95	
	C02	FRET		Unkn	sodium MES, pH=6.0 + 50mM NaCl	88	1.91124023437499	86.5	89	
	C02	FRET		Unkn	sodium MES, pH=6.0 + 50mM NaCl	74	40.3569986979163	73.5	76.5	
	C02	FRET		Unkn	sodium MES, pH=6.0 + 50mM NaCl	59	152.98498372396	56.5	73.5	
	C02	FRET		Unkn	sodium MES, pH=6.0 + 50mM NaCl	50.5	175.53446940104	43.5	56.5	
	C02	FRET		Unkn	sodium MES, pH=6.0 + 50mM NaCl	77.5	43.406455078126	76.5	81	
	C02	FRET		Unkn	sodium MES, pH=6.0 + 50mM NaCl	22.5	82.0977913411565	21.5	28	
	C03	FRET		Unkn	sodium MES, pH=6.0 + 50mM NaCl	88	21.587965494791	87	92.5	
	C03	FRET		Unkn	sodium MES, pH=6.0 + 50mM NaCl	22.5	64.9005826823129	21.5	28	
	C03	FRET		Unkn	sodium MES, pH=6.0 + 50mM NaCl	97.5	6.26709743923516	97	98	
	C03	FRET		Unkn	sodium MES, pH=6.0 + 50mM NaCl	86	17.8986425781247	85	87	
	C03	FRET		Unkn	sodium MES, pH=6.0 + 50mM NaCl	71.5	110.156334635414	69.5	85	
	C03	FRET		Unkn	sodium MES, pH=6.0 + 50mM NaCl	50.5	158.34697916667	43.5	56	
	C03	FRET		Unkn	sodium MES, pH=6.0 + 50mM NaCl	59	160.027057291667	56	61.5	
	C03	FRET		Unkn	sodium MES, pH=6.0 + 50mM NaCl	62.5	116.749817708333	61.5	63.5	
	C03	FRET		Unkn	sodium MES, pH=6.0 + 50mM NaCl	66.5	128.492425130208	63.5	69.5	
	C04	FRET		Unkn	sodium MES, pH=6.0 + 200mM NaCl	94	14.6532291666663	91.5	94.5	
	C04	FRET		Unkn	sodium MES, pH=6.0 + 200mM NaCl	96	16.1771451822916	94.5	99	
	C04	FRET		Unkn	sodium MES, pH=6.0 + 200mM NaCl	85.5	12.4776888020846	83.5	88	
	C04	FRET		Unkn	sodium MES, pH=6.0 + 200mM NaCl	88.5	3.81171875000018	88	89.5	
	C04	FRET		Unkn	sodium MES, pH=6.0 + 200mM NaCl	99.5	6.532339409722	99	100	
	C04	FRET		Unkn	sodium MES, pH=6.0 + 200mM NaCl	81	40.0490039062502	78.5	83.5	
	C04	FRET		Unkn	sodium MES, pH=6.0 + 200mM NaCl	58.5	135.642591145832	56.5	77.5	
	C04	FRET		Unkn	sodium MES, pH=6.0 + 200mM NaCl	54.5	140.476243489584	46.5	56.5	
	C04	FRET		Unkn	sodium MES, pH=6.0 + 200mM NaCl	26	94.1609928385407	22.5	30	
	C04	FRET		Unkn	sodium MES, pH=6.0 + 200mM NaCl	31	85.0952506510416	30	36	
	C04	FRET		Unkn	sodium MES, pH=6.0 + 200mM NaCl	22	88.7749218749869	21	22.5	
	C05	FRET		Unkn	sodium MES, pH=6.0 + 200mM NaCl	88	10.927958984376	87	90	
	C05	FRET		Unkn	sodium MES, pH=6.0 + 200mM NaCl	84.5	25.3930013020837	83.5	87	
	C05	FRET		Unkn	sodium MES, pH=6.0 + 200mM NaCl	99.5	9.29084635416586	99	100	
	C05	FRET		Unkn	sodium MES, pH=6.0 + 200mM NaCl	93.5	-0.992516276042238	92.5	95.5	
	C05	FRET		Unkn	sodium MES, pH=6.0 + 200mM NaCl	98.5	6.8178038194452	96.5	99	
	C05	FRET		Unkn	sodium MES, pH=6.0 + 200mM NaCl	55	182.802812500002	47.5	56	
	C05	FRET		Unkn	sodium MES, pH=6.0 + 200mM NaCl	58.5	263.910719401043	56	61	
	C05	FRET		Unkn	sodium MES, pH=6.0 + 200mM NaCl	62	156.202526041666	61	64.5	
	C05	FRET		Unkn	sodium MES, pH=6.0 + 200mM NaCl	22.5	93.4584374999935	22	33.5	
	C05	FRET		Unkn	sodium MES, pH=6.0 + 200mM NaCl	67	124.710087890625	65	82.5	
	C06	FRET		Unkn	sodium MES, pH=6.0 + 200mM NaCl	85.5	10.5116764322897	84.5	86	
	C06	FRET		Unkn	sodium MES, pH=6.0 + 200mM NaCl	87	14.4778125000018	86	88.5	
	C06	FRET		Unkn	sodium MES, pH=6.0 + 200mM NaCl	92	-10.8027766927078	90.5	94.5	
	C06	FRET		Unkn	sodium MES, pH=6.0 + 200mM NaCl	96	-4.44440429687393	94.5	98	
	C06	FRET		Unkn	sodium MES, pH=6.0 + 200mM NaCl	81.5	49.9023600260407	80.5	84.5	
	C06	FRET		Unkn	sodium MES, pH=6.0 + 200mM NaCl	54.5	220.036712239586	47	55.5	
	C06	FRET		Unkn	sodium MES, pH=6.0 + 200mM NaCl	58.5	259.088183593749	56	61	
	C06	FRET		Unkn	sodium MES, pH=6.0 + 200mM NaCl	22.5	60.3575211588666	21.5	33	
	C06	FRET		Unkn	sodium MES, pH=6.0 + 200mM NaCl	62	184.912037760415	61	80.5	
	C07	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 50mM NaCl	33.5	21.8252539062504	28.5	37.5	
	C07	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 50mM NaCl	88	28.9534993489593	85.5	94	
	C07	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 50mM NaCl	94.5	5.97632812499967	94	95	
	C07	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 50mM NaCl	22.5	4.71292317708105	22	23	
	C07	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 50mM NaCl	23.5	4.98425781250171	23	26	
	C07	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 50mM NaCl	66.5	107.216279296874	65.5	69.5	
	C07	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 50mM NaCl	58.5	197.28857747396	48.5	65.5	
