Temperature	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12
30	3216.469014	3513.495488	3267.623809	3892.393428	3578.22625	3715.669199	3643.41959	4165.311006	3712.600586	4421.572539	3871.39125	4135.543711	9587.92332	6397.037422	8637.025313	9602.57625	10628.53648	10160.1673	4015.555283	3936.50084	4549.314414	3581.304229	3950.253652	3712.930498	3612.94709	3883.704385	4217.365234	4626.128359	3875.253477	3780.865986	5315.06791	3972.804268	4256.64748	5126.925449	4747.644141	4159.002598	3465.713809	3340.609814	3818.054326	5217.863652	3230.417227	3814.423115	3845.798125	4661.528906	5448.853262	5039.103223	5064.891641	4471.099414	3746.712383	3628.615137	3748.412842	3628.133516	3191.310693	4021.3196	3526.142246	3577.917021	3698.875957	3803.658027	3402.57377	4551.681719	3677.249561	3732.16498	3736.691211	4930.757207	5234.097363	3566.026523	3546.903164	4351.335488	3384.377832	4718.761836	4943.311934	4407.790566	4237.334922	3699.433955	3819.644375	3596.541123	4003.835488	4003.23167	4020.0296	3838.381299	4053.306328	4938.634141	3763.284932	3528.797539	3367.474199	4008.332158	3417.22377	4248.94541	5238.905898	4932.982832	4929.960898	5723.124395	5272.861543	3244.381465	3208.532656	3209.235303
31	3199.744814	3497.408193	3248.260664	3894.816572	3622.564229	3740.757578	3595.508047	4089.178418	3673.387979	4386.691914	3847.097012	4097.604814	9519.522227	6336.424766	8571.937891	9676.001953	10698.66164	10238.65051	4082.50582	3993.611826	4610.38498	3553.390508	3901.750576	3677.662158	3680.067656	3954.211299	4281.722148	4541.997891	3828.795498	3749.18959	5301.819336	3897.781064	4178.338564	5108.936543	4744.760996	4150.866797	3453.108545	3361.950371	3831.353955	5178.158398	3214.965029	3757.604648	3794.461201	4549.219961	5349.020645	5059.613711	5044.366914	4443.322656	3721.738193	3646.911455	3777.297646	3602.971387	3177.218906	4019.731162	3504.107451	3599.583857	3715.124805	3747.205986	3373.715352	4474.997402	3688.50959	3781.909727	3777.045459	4840.277871	5119.6275	3520.700166	3512.81793	4283.745645	3360.519414	4626.352852	4901.537734	4304.792578	4282.357617	3667.771357	3875.095508	3567.120684	3941.820723	3971.706377	4086.003379	3922.24332	4149.89627	4816.783066	3722.046611	3507.318555	3350.350566	3968.217959	3401.61958	4374.010137	5614.890039	5200.56873	4925.761914	5667.884395	5208.640371	3216.688809	3184.450635	3183.976836
32	3182.83583	3482.342979	3230.098506	3942.951846	3699.126504	3798.913848	3554.687461	4021.749639	3640.772129	4352.417129	3823.84166	4061.040137	9475.320664	6275.321055	8516.490039	9710.153047	10737.81758	10281.10648	4194.850645	4087.310137	4723.164395	3535.156318	3863.8875	3652.754287	3792.736641	4073.578662	4398.066504	4457.899395	3790.426416	3724.506943	5282.368418	3826.08207	4100.515928	5088.372813	4743.101543	4143.860449	3456.744365	3406.456221	3872.205049	5139.073633	3202.794121	3706.518389	3746.797979	4440.754297	5243.500039	5076.898027	5017.383281	4412.783672	3721.498633	3700.979414	3841.613359	3581.487158	3165.789883	4031.537432	3488.394287	3650.828496	3753.885322	3695.402764	3348.363301	4398.987871	3728.844307	3872.412266	3862.219619	4750.420527	5000.431309	3480.136484	3486.220557	4218.436758	3340.4079	4534.471914	4859.316777	4201.200352	4377.35957	3641.213965	3971.703359	3546.916563	3891.517549	3954.943203	4208.476035	4057.243867	4314.082559	4702.217754	3687.852969	3494.249473	3339.767432	3936.845391	3393.23374	4549.10168	6094.42043	5552.860352	4937.380801	5630.112266	5163.247148	3190.518301	3161.395908	3160.226777
33	3169.738418	3470.183496	3215.570576	4066.604385	3828.434932	3911.132715	3526.069551	3967.990342	3620.611602	4323.772949	3806.862197	4034.117568	9455.424883	6210.973125	8474.34582	9707.51207	10735.14516	10280.20684	4379.686484	4239.892725	4919.237461	3535.074297	3846.244414	3648.105322	3976.730244	4267.508076	4592.569141	4378.720918	3765.392197	3712.307051	5260.798555	3762.21375	4027.421201	5073.012754	4752.014219	4147.689922	3488.397959	3487.856826	3960.880215	5105.958965	3198.030586	3664.284775	3708.970596	4341.453301	5141.091973	5093.350723	4990.112734	4387.728945	3764.409658	3816.192051	3959.442158	3566.48292	3161.757773	4070.499521	3483.70582	3754.346279	3828.31583	3653.873223	3332.97166	4332.523555	3818.742705	4030.905215	4024.591064	4665.958867	4885.028203	3448.617432	3471.768516	4162.189961	3329.486963	4447.399453	4827.250645	4107.547754	4555.257246	3620.980742	4129.240674	3539.517695	3859.134375	3955.115361	4418.0375	4271.178096	4589.406758	4608.871895	3669.922363	3495.717881	3340.602061	3921.202822	3397.728975	4788.019102	6667.81416	5990.54252	4991.09916	5632.169453	5160.098223	3170.79251	3144.709531	3143.813535
34	3159.94418	3460.700215	3204.445859	4307.943691	4039.886416	4107.184785	3511.973818	3929.322402	3614.409033	4299.582012	3796.711807	4017.866084	9448.738555	6139.821523	8439.602578	9660.846289	10675.55043	10228.15125	4674.877598	4481.081211	5239.084688	3563.2175	3864.279648	3674.968486	4269.786914	4575.324951	4903.382715	4310.793125	3760.272295	3719.271348	5239.053906	3707.662686	3960.921172	5063.136855	4773.400508	4165.723145	3562.944756	3626.367363	4130.088037	5083.346914	3203.058447	3633.722725	3685.395859	4255.171602	5047.994492	5113.500723	4964.319043	4371.714688	3884.613818	4039.413145	4164.412598	3560.610781	3166.981045	4162.411641	3495.600039	3946.719961	3961.503203	3625.482715	3329.273076	4273.97627	3993.325977	4302.066621	4318.754668	4589.668828	4779.764375	3428.776748	3471.538008	4120.363789	3332.391084	4365.37166	4808.166484	4024.911123	4872.011387	3608.743369	4366.409648	3549.269277	3850.581201	3973.78168	4754.847422	4593.274795	5035.053105	4544.897734	3674.664902	3517.060127	3355.540381	3921.118721	3416.746895	5096.925469	7280.755273	6471.003145	5116.042305	5701.310898	5224.053594	3157.434063	3134.986396	3135.289297
35	3152.411543	3452.061699	3195.487891	4710.623096	4365.515313	4417.656816	3513.2275	3905.885332	3622.065391	4276.78252	3790.501914	4007.840908	9443.363281	6060.966387	8393.540391	9564.001523	10548.30047	10119.7416	5118.211914	4836.280156	5718.920938	3630.586875	3939.045898	3747.804355	4713.610977	5038.553906	5370.742598	4260.574766	3785.006494	3758.107695	5218.254375	3663.220596	3900.396982	5055.485176	4805.218516	4195.964746	3705.429004	3848.932109	4427.592871	5073.83793	3221.165684	3619.596396	3679.606885	4184.905586	4967.307695	5142.628496	4938.671543	4362.292969	4136.104834	4442.013213	4501.22832	3568.213438	3183.794307	4347.213125	3529.218564	4279.033135	4183.790547	3611.359658	3337.687246	4219.00918	4306.308242	4742.559277	4807.037402	4522.877285	4687.364785	3425.004043	3490.981084	4095.540254	3353.410459	4285.484727	4799.864336	3951.273896	5396.228789	3605.552803	4690.296934	3584.23084	3875.209082	4020.980596	5249.20252	5032.815156	5694.646914	4514.353594	3708.908613	3564.706123	3389.520918	3939.141445	3456.536543	5469.999121	7851.951621	6927.040117	5340.348633	5872.255527	5379.763711	3146.914092	3128.040029	3130.090391
36	3144.150547	3443.42168	3187.928379	5293.412559	4821.112686	4855.397373	3533.976982	3902.355186	3649.042676	4255.287715	3787.252842	4000.83873	9420.037031	5975.996445	8319.555742	9421.280469	10362.27023	9962.630977	5718.789805	5306.96543	6359.671074	3754.845732	4105.890596	3887.009688	5330.299941	5674.360137	6008.174727	4239.752656	3854.582188	3849.222383	5199.584883	3632.752178	3850.062813	5047.848379	4845.431777	4236.36041	3945.373281	4183.188389	4903.193379	5079.977754	3258.090488	3629.278525	3699.080654	4137.923477	4908.098828	5180.019473	4913.271523	4356.086074	4582.205322	5086.760127	5007.245645	3597.148682	3218.282783	4687.746719	3590.277598	4799.940049	4525.421143	3615.604434	3361.674189	4171.130449	4816.995137	5393.313125	5518.884844	4472.072129	4612.318848	3443.716279	3539.58	4095.923984	3399.114072	4209.947822	4799.318398	3889.004414	6162.47252	3613.523799	5078.475293	3656.889775	3947.401719	4113.268389	5882.207734	5550.075664	6535.57752	4532.74877	3785.950781	3650.159365	3452.987852	3989.989922	3529.283506	5886.026934	8319.329492	7298.114434	5690.59043	6188.041953	5657.126367	3138.144238	3121.139951	3124.769355
37	3135.900049	3434.639053	3181.283125	6015.933164	5389.392715	5390.053203	3582.631172	3928.125752	3706.08002	4235.468828	3786.141084	3994.137012	9358.304961	5889.150117	8212.139629	9254.583125	10145.23918	9780.945352	6418.52084	5840.355508	7088.023887	3954.96625	4417.875215	4120.735879	6087.672188	6438.478594	6766.574297	4263.953828	3991.803184	4020.836494	5187.260156	3624.181641	3819.06334	5042.733125	4893.215449	4286.27457	4306.195234	4638.062539	5573.400664	5104.98916	3322.910088	3672.538535	3758.755986	4128.093027	4887.18625	5220.565195	4889.522988	4352.365664	5257.074746	5969.115977	5672.792012	3658.085488	3280.789141	5264.679922	3684.965498	5513.466406	4993.488516	3645.373301	3407.050576	4141.295078	5548.279824	6227.844316	6395.62541	4450.507598	4568.92041	3494.793799	3630.558008	4135.135469	3482.176807	4148.548428	4805.752441	3844.553223	7105.299883	3634.762744	5466.526309	3782.797646	4086.972744	4269.85251	6545.45793	6047.48375	7403.494355	4625.825996	3923.01916	3790.175615	3561.508037	4095.996807	3653.588691	6300.967852	8656.046875	7557.523438	6175.016465	6678.194844	6072.936875	3129.525898	3114.768916	3118.685625
38	3128.746387	3427.481641	3174.877881	6810.015273	6037.263262	5966.848535	3675.466943	4001.048506	3811.802188	4216.58	3784.419355	3986.907432	9254.070664	5803.566895	8081.764531	9078.18582	9920.365586	9591.846367	7110.697559	6352.512363	7788.430391	4258.500957	4959.184629	4499.834609	6920.281289	7251.304941	7564.821328	4357.006465	4237.087402	4322.033203	5189.974941	3648.232676	3817.361768	5044.851504	4950.106309	4348.624141	4798.651963	5201.621953	6412.914863	5163.733379	3435.214414	3766.779551	3884.063408	4176.946836	4937.269414	5261.983086	4869.488164	4355.457324	6148.064766	7010.806016	6448.233711	3768.519072	3387.775469	6170.725879	3821.690684	6373.967949	5570.463691	3716.856396	3489.580088	4141.827363	6468.000215	7159.024375	7314.410586	4482.627246	4582.017891	3599.546006	3791.255957	4242.827988	3625.096914	4109.957549	4825.162988	3827.678447	8085.92834	3676.487559	5793.686992	3986.24125	4326.032686	4519.753125	7109.395664	6437.32707	8127.397461	4842.201641	4145.673691	4010.642373	3740.727617	4291.67627	3859.502266	6685.172012	8883.796367	7721.80709	6781.586699	7339.159238	6626.532168	3121.50374	3109.112129	3112.113018
39	3122.462744	3421.667949	3167.935879	7597.291602	6723.145859	6513.098984	3837.906914	4151.374248	3996.631816	4197.789063	3783.118262	3979.357998	9119.366875	5720.934238	7936.516094	8898.857969	9698.501445	9404.099453	7663.003184	6745.492344	8334.796074	4686.365664	5811.623125	5088.097676	7729.155	8008.341211	8308.69709	4553.189141	4642.782715	4819.48207	5224.677051	3718.893223	3855.738594	5063.451484	5023.851387	4429.538418	5395.81084	5816.222871	7329.253418	5286.857813	3625.325508	3946.335742	4117.123438	4316.118965	5105.150996	5309.812012	4862.578652	4372.594258	7159.458418	8057.092852	7232.65957	3953.693711	3562.94333	7456.278906	4010.257949	7270.129063	6193.804707	3857.871621	3632.826982	4192.756172	7450.498457	8040.761641	8124.664766	4610.569824	4693.684785	3791.756553	4070.001621	4466.107402	3861.714844	4107.118662	4867.139414	3851.78752	8939.081484	3752.642334	6027.286074	4298.825801	4704.389912	4900.66375	7487.630059	6682.877461	8605.143652	5251.102207	4481.20457	4340.950625	4028.032295	4619.295645	4185.352783	7021.124121	9030.554258	7819.599219	7439.103105	8086.808633	7264.966953	3113.783174	3104.043721	3105.012549
40	3116.170605	3416.750117	3160.684844	8310.418457	7399.638398	6960.43207	4106.588496	4424.053096	4310.377646	4180.109023	3783.778311	3971.768613	8969.388906	5643.830566	7784.763457	8722.75793	9486.343672	9220.177227	7975.064785	6948.186484	8646.613828	5224.55457	6981.422188	5927.107871	8412.154453	8615.099453	8917.754844	4885.897422	5260.100098	5580.555742	5317.140215	3853.86584	3951.080713	5114.183027	5128.935098	4544.015195	6012.953027	6379.43291	8173.086602	5526.022227	3942.008164	4265.705586	4518.504023	4592.558867	5453.449355	5380.475137	4888.795039	4416.914727	8120.542598	8928.80709	7902.648398	4247.888828	3834.904775	9060.449629	4261.355752	8054.76375	6762.341016	4110.175801	3869.490654	4329.415645	8305.635215	8726.857344	8708.523145	4901.693223	4969.268984	4117.658076	4540.532471	4869.641543	4227.175342	4160.842354	4954.166367	3940.402402	9550.580977	3885.948135	6172.069238	4741.607266	5246.228789	5440.80582	7675.127305	6799.321387	8840.008867	5911.804473	4945.745469	4807.211484	4464.273633	5116.643496	4670.871875	7301.657949	9114.893711	7871.035508	8019.241367	8777.334824	7867.931738	3105.327373	3098.723145	3098.926855
41	3110.322061	3411.923242	3152.929063	8903.697402	8015.873613	7273.945723	4522.740146	4870.733564	4811.74499	4162.59957	3787.140957	3964.756543	8811.168398	5573.77375	7634.141992	8549.243125	9285.114609	9041.238828	8034.011289	6962.799668	8721.247422	5796.907813	8337.589375	6971.255371	8899.91498	9022.113555	9344.08793	5363.990918	6098.187949	6624.985781	5501.93752	4077.037344	4128.595928	5224.145195	5290.08627	4713.899258	6529.63834	6789.121523	8797.274414	5940.132383	4441.332832	4798.200254	5152.005078	5061.95498	6033.729375	5498.997266	4979.698789	4511.247285	8854.853594	9500.49918	8365.17459	4683.067715	4226.815186	10774.85723	4580.972061	8607.734785	7177.230625	4527.347285	4239.486475	4604.937773	8876.07459	9138.241563	9031.083047	5432.14834	5476.55584	4632.011191	5277.631367	5506.801523	4737.489023	4305.850195	5124.378496	4131.782412	9897.674805	4112.463369	6249.344844	5296.208242	5920.911445	6122.31584	7720.889219	6824.688125	8896.282148	6811.797344	5515.920664	5401.828809	5066.642412	5782.55873	5334.300313	7515.946465	9143.845313	7886.632773	8398.779082	9285.439512	8301.550078	3095.128936	3093.512129	3094.578984
42	3105.356172	3407.686279	3146.73584	9361.096328	8527.473105	7464.631563	5104.586006	5519.420391	5533.822734	4145.812773	3789.06417	3957.220703	8645.054766	5509.786816	7488.05627	8379.991133	9095.449844	8867.252109	7915.475605	6855.999727	8625.014727	6278.198496	9631.57918	8050.87123	9184.653984	9244.866797	9593.192656	5944.185586	7090.626836	7873.42668	5821.380156	4415.548379	4421.108525	5431.878418	5541.901016	4969.115	6849.970547	7001.750723	9137.951133	6567.101855	5162.356924	5602.366699	6042.509746	5759.220703	6848.224141	5705.648906	5187.837129	4695.237793	9274.837773	9762.432773	8606.257695	5255.482578	4732.545195	12290.19512	4974.337852	8897.653086	7400.255957	5154.965625	4776.114883	5079.067813	9128.887773	9301.369063	9139.307188	6233.550059	6239.852305	5359.325898	6291.440957	6361.037949	5355.949434	4587.317031	5445.146387	4489.871807	10037.09426	4485.989668	6282.51	5879.639844	6621.150586	6843.171191	7683.523379	6797.525566	8847.348047	7807.584238	6097.906543	6048.332637	5790.897715	6538.391816	6127.82127	7657.662676	9126.734805	7871.644316	8543.566875	9571.860586	8504.904668	3086.342666	3089.504805	3091.079521
43	3101.943066	3404.785195	3142.697891	9686.13043	8902.945156	7569.409453	5805.598145	6326.604648	6427.646934	4129.204922	3787.71376	3946.83749	8475.176855	5451.434102	7346.224199	8214.46498	8915.841406	8697.045938	7721.55498	6706.473301	8442.465801	6562.985352	10613.2423	8921.182246	9303.317109	9335.718477	9703.627891	6532.223066	8094.427891	9142.217402	6308.208574	4886.513223	4857.61334	5782.44584	5924.927285	5343.71916	6955.237461	7047.071367	9235.769961	7377.363848	6071.494766	6658.953145	7123.317949	6648.219277	7815.379453	6055.956797	5586.050332	5023.494141	9415.469375	9797.729492	8675.390352	5889.955254	5286.723613	13327.43316	5448.123711	8977.537773	7467.545898	5982.857266	5461.771621	5777.646328	9142.967852	9299.306992	9110.539844	7218.741211	7171.95666	6234.816426	7447.502754	7305.797617	5967.575098	5054.082793	5995.945313	5101.249043	10047.81148	5068.320156	6286.03	6356.378965	7201.193906	7434.472813	7602.833359	6743.417793	8744.939102	8668.985293	6554.56832	6605.642832	6508.171504	7231.197559	6912.195488	7726.221543	9072.408477	7832.005938	8509.256289	9686.449023	8516.199883	3079.984229	3085.723818	3087.537969
44	3099.10208	3404.122217	3140.44165	9881.105078	9124.773008	7616.722129	6491.701309	7145.265879	7327.772773	4110.352266	3781.639746	3928.29167	8316.993672	5397.261445	7206.527344	8049.983496	8741.53457	8530.261289	7520.421836	6560.64002	8231.229609	6633.790059	11162.05766	9400.178086	9307.798516	9339.33957	9720.738867	7017.10748	8942.860605	10211.12859	6941.05166	5459.604941	5424.300176	6300.986426	6464.119961	5851.656016	6904.987031	6992.373867	9177.489336	8249.830527	7023.045762	7806.960684	8216.807793	7585.674707	8772.488008	6591.060527	6228.064707	5545.116855	9379.799375	9708.603672	8635.781523	6440.029512	5769.936328	13803.22117	6004.890117	8930.817891	7447.336836	6884.550566	6183.304668	6618.834277	9026.021094	9211.788555	9005.578867	8165.677988	8071.708203	7069.999004	8475.66125	8132.819785	6422.358789	5707.882793	6796.17791	6006.839043	9990.483359	5892.621113	6268.529961	6624.990137	7564.979219	7766.36916	7498.03752	6676.99416	8617.009492	9216.645352	6796.205391	6948.345508	7051.55375	7712.140254	7509.014512	7729.616895	8989.063164	7773.38916	8383.202051	9699.510547	8420.025723	3074.954258	3082.434834	3083.288936
45	3096.806357	3404.320225	3139.33541	9944.366094	9192.0325	7617.713379	6989.520781	7772.321348	8006.268574	4086.38123	3768.642949	3898.273271	8179.696875	5346.482578	7070.574043	7887.346055	8572.706758	8367.239766	7337.79623	6430.336348	8017.86873	6560.854805	11320.5784	9475.927539	9239.74832	9279.144297	9675.672031	7318.441309	9512.061641	10919.8609	7614.064238	6032.500801	6028.248477	6947.206895	7125.356406	6452.051914	6781.17959	6893.845859	9037.898867	8998.018398	7786.30416	8764.004902	9080.831504	8351.544199	9524.470391	7278.286309	7074.639551	6249.966992	9266.568242	9565.032617	8535.778906	6765.343711	6067.424355	13827.27598	6632.776406	8819.124375	7391.062051	7631.356934	6754.063223	7387.611172	8858.154219	9082.451094	8861.080547	8825.624219	8712.329688	7637.855703	9115.201641	8666.418633	6631.235215	6436.579668	7724.983691	7085.852773	9903.323008	6896.824844	6236.619883	6686.079492	7715.980313	7835.692813	7381.945996	6605.440996	8477.835215	9423.571172	6838.535547	7053.110254	7322.094902	7924.429238	7814.287051	7688.781836	8884.775195	7702.8975	8229.072148	9657.01582	8285.723672	3070.232646	3080.017354	3078.72625
46	3095.270029	3404.503809	3138.929688	9890.063984	9120.332031	7576.776777	7214.414512	8092.906602	8340.782285	4056.925518	3749.823398	3859.997959	8056.933691	5298.917891	6941.812773	7725.037559	8405.383789	8209.050371	7173.434219	6313.74377	7811.806152	6434.48377	11232.74035	9290.626914	9131.569805	9170.84582	9589.623672	7436.899707	9801.884727	11259.75574	8186.974668	6471.885566	6530.711074	7613.33416	7812.774824	7044.440059	6641.161582	6780.323086	8861.245273	9492.836836	8205.138926	9316.648418	9565.646875	8792.884199	9964.563867	7991.661582	7978.227422	7043.571309	9131.755117	9400.682148	8404.097813	6843.44	6163.620195	13604.10434	7317.592695	8678.719688	7319.683223	8055.924277	7049.897695	7875.323867	8675.419375	8930.425234	8697.68375	9111.00793	9014.976367	7858.714102	9325.278242	8893.330625	6640.302656	7041.974492	8566.137422	8064.399082	9804.040234	7917.890195	6195.564121	6629.27832	7733.853906	7748.524824	7260.916602	6533.840566	8335.415215	9403.049531	6769.682344	7006.204512	7358.740762	7934.472852	7873.032188	7626.30291	8767.980469	7624.420117	8077.087559	9584.002188	8148.096465	3065.046816	3077.873711	3073.719932
47	3094.014238	3405.711553	3139.414863	9744.567188	8945.894648	7500.323203	7209.490801	8139.373496	8378.319063	4023.409756	3726.668145	3819.232705	7936.970488	5253.920488	6821.53375	7565.176445	8239.32291	8056.141973	7022.137285	6206.242617	7614.513457	6309.140566	11033.2775	9009.168906	9000.913047	9030.412578	9473.568438	7430.765938	9895.345781	11335.88051	8554.895156	6689.043457	6817.747441	8157.087246	8395.456836	7499.291934	6506.325137	6662.546641	8669.341133	9721.452617	8288.031133	9447.616211	9684.632148	8902.79375	10112.06625	8555.846777	8730.768457	7747.653359	8996.379414	9230.325313	8258.934727	6757.95793	6131.399629	13290.56789	8035.947344	8525.00168	7239.19334	8157.689023	7089.056289	8013.160137	8491.883574	8766.683125	8524.788984	9111.270117	9058.955703	7825.832129	9253.755547	8917.003164	6557.030098	7367.868223	9139.211094	8675.817969	9699.832422	8731.955488	6148.801113	6539.351504	7695.128066	7610.730996	7139.681973	6464.103828	8192.969961	9282.673164	6667.591152	6907.866641	7275.216133	7849.049063	7805.291094	7558.190742	8644.907969	7539.403359	7937.046602	9496.176914	8017.462891	3061.638955	3076.171182	3068.875713
48	3093.418457	3408.259463	3140.99583	9545.26832	8716.99668	7401.357832	7091.583398	8033.301992	8259.991074	3988.722939	3700.590732	3780.37166	7818.79998	5211.61252	6709.140625	7407.914336	8077.10875	7910.485137	6883.497637	6105.93043	7427.822344	6201.429395	10798.1643	8723.455195	8854.814219	8874.571992	9337.865234	7365.128008	9888.021602	11284.45684	8700.988906	6699.395977	6874.990156	8474.216289	8775.09834	7713.935215	6383.882559	6545.570293	8476.474316	9765.973125	8171.68332	9311.59418	9573.509492	8791.628516	10071.4543	8845.733613	9178.322168	8184.634746	8863.372188	9056.799531	8110.726484	6616.79959	6057.484805	12970.32344	8744.516797	8368.231074	7153.241191	8065.566914	6989.31834	7891.34209	8313.28002	8600.663633	8347.912148	8976.166484	8975.869375	7690.962813	9080.075664	8850.690547	6462.292168	7414.171836	9413.60793	8864.262617	9592.690391	9174.454922	6099.808672	6455.587891	7640.129082	7475.20791	7021.629238	6397.673262	8053.847871	9134.28582	6568.255273	6815.11498	7165.76291	7742.012246	7707.498438	7492.87084	8518.867539	7449.774023	7807.786113	9397.547852	7890.995195	3058.48374	3074.184854	3064.910459
49	3093.787383	3412.663262	3143.761006	9326.603125	8469.39668	7292.201816	6948.347559	7875.153086	8100.836738	3955.048242	3672.361729	3743.39377	7705.79125	5172.695586	6602.499668	7254.731211	7919.325449	7772.791973	6755.327422	6012.762129	7253.20293	6110.657734	10543.44664	8452.416797	8696.296328	8710.22043	9190.123594	7275.543926	9833.901094	11182.66281	8683.158438	6590.974844	6777.641133	8561.94	8942.859414	7684.06627	6272.409434	6432.383086	8289.7075	9723.377813	7988.588672	9078.1475	9368.523672	8585.712676	9949.059844	8872.369492	9317.40375	8299.30627	8732.941719	8884.655313	7964.555	6476.192793	5984.54584	12672.12188	9392.379395	8212.789512	7066.785293	7905.173223	6853.632344	7641.97584	8142.912773	8438.142578	8172.616367	8801.555938	8854.134219	7543.533496	8893.824258	8753.194844	6379.08627	7306.271191	9488.032148	8774.337813	9487.911016	9253.180078	6051.683984	6383.796895	7581.365488	7352.483398	6907.203711	6334.761563	7918.955293	8981.075313	6478.954297	6740.500625	7066.488633	7640.381309	7616.91207	7433.250977	8393.039082	7360.485684	7687.711367	9286.47457	7766.902129	3055.048477	3071.069492	3063.719424
50	3095.529023	3418.049678	3148.398887	9105.016875	8223.506816	7183.026895	6815.337539	7710.963066	7946.869824	3922.248281	3643.536885	3707.987881	7597.319238	5136.211309	6501.948613	7106.388516	7765.385879	7640.069258	6630.979395	5924.293867	7090.336621	6031.128711	10271.74703	8191.613125	8528.363652	8538.680488	9035.332031	7171.567656	9747.776328	11047.91281	8581.018516	6451.030625	6622.86959	8496.668359	8960.479375	7497.369219	6168.174727	6323.946055	8111.815371	9650.758867	7805.663438	8840.023867	9143.788906	8361.735801	9798.983633	8739.267461	9258.475352	8171.13582	8604.8575	8714.946914	7821.429199	6352.102129	5921.394688	12396.12594	9939.143945	8060.745898	6979.626895	7736.509629	6726.715371	7353.009219	7983.23752	8282.898984	8001.764824	8625.290078	8722.485313	7408.918789	8716.591211	8645.435352	6304.767676	7160.506406	9471.462188	8558.006797	9389.554258	9117.688945	6003.996543	6320.503223	7522.478633	7240.948262	6799.862441	6275.725254	7788.068613	8830.427383	6398.70918	6680.684199	6983.566992	7545.824473	7540.437344	7377.062109	8267.671758	7274.42252	7578.618691	9161.95082	7645.050586	3051.835889	3067.643555	3063.657842
51	3098.669619	3424.127549	3154.557363	8882.964805	7984.773281	7077.525254	6696.415898	7557.170469	7807.272559	3890.174092	3616.177451	3674.925723	7493.176582	5100.965098	6406.968594	6963.001133	7612.888027	7512.678105	6511.638203	5839.64959	6939.329063	5959.233477	9986.368438	7937.747422	8357.705742	8363.387949	8877.418984	7053.803945	9631.973672	10880.23609	8450.161719	6319.216328	6466.754395	8365.557754	8906.681484	7251.753809	6067.397969	6221.470488	7943.62332	9570.596758	7642.151816	8618.790078	8922.533125	8146.880645	9639.303945	8547.943281	9117.101094	7918.630723	8480.108477	8549.36375	7682.351191	6242.612617	5866.455098	12128.52723	10374.73645	7913.650059	6893.35957	7572.045	6610.738477	7058.657793	7833.803906	8135.031836	7836.343301	8452.597871	8587.952109	7284.82875	8551.020078	8532.351602	6234.811914	7025.336445	9423.610586	8273.214746	9295.776953	8920.05793	5955.697871	6262.521172	7463.060703	7139.025566	6698.98666	6219.204785	7662.489277	8685.884219	6323.170898	6619.257832	6912.0575	7458.736094	7475.537988	7322.320996	8142.718262	7194.66502	7477.871836	9028.077148	7527.046836	3049.833213	3064.798662	3062.036777
52	3102.938477	3431.588525	3161.338418	8663.524297	7751.299082	6976.32373	6586.899844	7414.779355	7681.977988	3858.472969	3590.538613	3645.303115	7391.036016	5066.204258	6316.128457	6823.427461	7462.340234	7392.092891	6398.386641	5758.236738	6798.362539	5893.722539	9704.124883	7707.015918	8190.231504	8191.528105	8723.331641	6924.57168	9488.663594	10687.93613	8311.762266	6200.307871	6325.105469	8216.677285	8830.011484	6997.563789	5969.991133	6125.065664	7784.439785	9487.61582	7493.74498	8412.787949	8707.338477	7944.40127	9471.529766	8343.886016	8953.325781	7625.166738	8361.617832	8388.919492	7546.744863	6141.49998	5817.641934	11862.57406	10708.54395	7772.231016	6809.616855	7413.600801	6502.115879	6773.310781	7692.485586	7994.288809	7675.221836	8278.848945	8448.052676	7167.952891	8395.423672	8418.641016	6168.057363	6905.437012	9363.437383	7947.58582	9203.905859	8733.056914	5907.292969	6207.493828	7403.485957	7043.529141	6603.948945	6164.74002	7542.201387	8548.374766	6249.525547	6544.749473	6849.881602	7378.306152	7417.770664	7268.870273	8023.40998	7123.33377	7385.226543	8891.44668	7413.366719	3049.730605	3062.851787	3058.895225
